grd_id,n_users,car_tt_kfreq,pt_tt_kfreq,car_tt_kdist,pt_tt_kdist,car_tt_diff,pt_tt_diff,car_tt_diff_grd,pt_tt_diff_grd,popu,region,city
1kmN6853E0292,2,6.0,6.0,,,,,,,365,North Western Pirkanm,Ikaalinen
1kmN6853E0293,4,,,,,,,,,460,North Western Pirkanm,Ikaalinen
1kmN6853E0294,2,,,,,,,,,22,North Western Pirkanm,Ikaalinen
1kmN6853E0321,1,,,,,,,,,6,Upper Pirkanmaa,Ylöjärvi
1kmN6853E0323,3,77.06548634210682,70.89311407724703,37.968882991242424,17.459751353177392,39.0966033508644,53.43336272406964,39.0966033508644,53.43336272406964,5,Upper Pirkanmaa,Ylöjärvi
1kmN6853E0331,1,,,,,,,,,1,Tampere,Tampere
1kmN6853E0362,1,,,,,,,,,1,Upper Pirkanmaa,Juupajoki
1kmN6853E0365,1,7.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,84,Upper Pirkanmaa,Juupajoki
1kmN6853E0402,1,,,,,,,,,9,Jämsä,Jämsä
1kmN6853E0403,1,,,,,,,,,18,Jämsä,Jämsä
1kmN6853E0407,1,,,,,,,,,94,Jämsä,Jämsä
1kmN6853E0409,1,,,,,,,,,4,Jämsä,Jämsä
1kmN6853E0444,1,14.79091128017607,61.78824820753372,13.0,61.78824820753372,1.7909112801760703,0.0,1.7909112801760703,0.0,18,South Eastern Middle,Joutsa
1kmN6853E0445,1,,,,,,,,,10,South Eastern Middle,Joutsa
1kmN6853E0510,1,,,,,,,,,15,Mikkeli,Mikkeli
1kmN6853E0549,1,,,,,,,,,9,Juva,Juva
1kmN6853E0562,1,,,,,,,,,1,Juva,Sulkava
1kmN6853E0596,1,,,9.0,24.07511502733053,,,,,1,Savonlinna,Savonlinna
1kmN6853E0620,2,,,,,,,,,18,Savonlinna,Savonlinna
1kmN6853E0622,1,28.772384478367844,,20.670829115585253,,8.101555362782591,,8.101555362782591,,12,Savonlinna,Savonlinna
1kmN6853E0623,3,,,,,,,,,28,Savonlinna,Savonlinna
1kmN6853E0628,1,85.0,,85.0,,0.0,,0.0,,13,Savonlinna,Savonlinna
1kmN6853E0650,1,7.5,9.5,7.5,9.5,0.0,0.0,0.0,0.0,2,Imatra,Parikkala
1kmN6854E0213,1,24.0,,6.014935441294158,,17.985064558705844,,17.985064558705844,,1,Pori,Pori
1kmN6854E0221,1,27.705545810876398,,27.705545810876398,,0.0,,0.0,,11,Pori,Pori
1kmN6854E0282,1,,,,,,,,,3,North Western Pirkanm,Ikaalinen
1kmN6854E0289,2,,,,,,,,,59,North Western Pirkanm,Ikaalinen
1kmN6854E0291,1,,,,,,,,,235,North Western Pirkanm,Ikaalinen
1kmN6854E0292,4,12.140697636368907,5.839327275025687,5.678654550051373,5.678654550051373,0.0,0.0,6.462043086317534,0.1606727249743134,864,North Western Pirkanm,Ikaalinen
1kmN6854E0293,3,16.29412997554819,15.368422735174235,10.62490093466817,11.924590392201535,5.669229040880019,3.4438323429726987,5.669229040880021,3.4438323429726996,804,North Western Pirkanm,Ikaalinen
1kmN6854E0294,1,,,,,,,,,28,North Western Pirkanm,Ikaalinen
1kmN6854E0300,1,11.0,20.0,11.0,20.0,0.0,0.0,0.0,0.0,2,North Western Pirkanm,Ikaalinen
1kmN6854E0321,1,,,,,,,,,18,Upper Pirkanmaa,Ylöjärvi
1kmN6854E0340,1,7.930787769662701,18.264121102996032,8.5,16.5,0.0,1.7641211029960324,-0.5692122303372988,1.7641211029960324,15,Tampere,Tampere
1kmN6854E0360,1,,,,,,,,,55,Upper Pirkanmaa,Juupajoki
1kmN6854E0361,3,6.161365609229825,6.5,6.0,6.0,0.5,1.0,0.1613656092298248,0.5,349,Upper Pirkanmaa,Juupajoki
1kmN6854E0406,1,,,,,,,,,90,Jämsä,Jämsä
1kmN6854E0407,3,,,,,,,,,20,Jämsä,Jämsä
1kmN6854E0408,1,6.933353190313563,18.0,6.933353190313563,18.0,0.0,0.0,0.0,0.0,4,Jämsä,Jämsä
1kmN6854E0490,1,6.025363712928251,6.025363712928251,6.025363712928251,6.025363712928251,0.0,0.0,0.0,0.0,5,Mikkeli,Hirvensalmi
1kmN6854E0503,1,42.70396003127328,52.791796079611224,5.788921177359945,6.0,36.91503885391334,46.791796079611224,36.91503885391334,46.791796079611224,1,Mikkeli,Mikkeli
1kmN6854E0545,1,18.02594509670995,46.42089298795202,17.439880761758026,50.31764439900828,0.5860643349519243,-3.8967514110562576,0.5860643349519243,-3.8967514110562576,2,Juva,Juva
1kmN6854E0588,1,,,,,,,,,1,Savonlinna,Savonlinna
1kmN6854E0609,3,8.725607864225122,21.225607864225122,5.7780744916392965,5.7780744916392965,,,2.9475333725858253,15.447533372585825,4,Savonlinna,Savonlinna
1kmN6854E0619,2,5.687487414521113,5.687487414521113,5.687487414521113,5.687487414521113,0.0,0.0,0.0,0.0,55,Savonlinna,Savonlinna
1kmN6854E0620,3,,,,,,,,,148,Savonlinna,Savonlinna
1kmN6854E0638,1,,,,,,,,,6,Savonlinna,Savonlinna
1kmN6854E0657,1,,,,,,,,,20,Imatra,Parikkala
