home_gid9,car_tt_kfreq,pt_tt_kfreq,car_tt_kdist,pt_tt_kdist,user_id,home_grd_id,inc_quar,name,NAME_3,stay_gid9,poi_count,log_poi,pt_tt_diff,log_pt_diff,perc_pt_diff,poi_deciles
8911249764bffff,5.674153545711169,5.674153545711169,5.674153545711169,5.674153545711169,1,1kmN6816E0329,Q3,Tampere,Tampere,8911249764bffff,6.0,1.9459101490553132,0.0,0.0,0.0,"(1.386, 1.946]"
8911249765bffff,16.62285523893584,31.927201928065696,14.0,24.35440385613139,1,1kmN6816E0329,Q3,Tampere,Tampere,8911249765bffff,2.0,1.0986122886681098,7.572798071934304,0.2613466853948401,0.3109416316108185,"(-0.001, 1.386]"
891124976a3ffff,56.45816236791839,11.57263453063473,56.8631592884154,11.57263453063473,1,1kmN6818E0328,Q1,Tampere,Tampere,891124976a3ffff,23.0,3.1780538303479458,0.0,0.0,0.0,"(2.944, 3.178]"
891124976a7ffff,15.238914216486808,68.19457108243404,11.535449320329267,29.177246601646345,2,1kmN6818E0328,Q1,Tampere,Tampere,891124976a7ffff,18.0,2.9444389791664403,39.01732448078769,0.8298341903521402,1.3372517637968662,"(2.639, 2.944]"
891124976b3ffff,16.0,95.0,16.0,95.0,1,1kmN6818E0328,Q1,Tampere,Tampere,891124976b3ffff,24.0,3.2188758248682006,0.0,0.0,0.0,"(3.178, 3.434]"
891124d6917ffff,5.738637723541331,5.738637723541331,5.738637723541331,5.738637723541331,1,1kmN6684E0379,Q2,Vantaa,Helsinki,891124d6917ffff,2.0,1.0986122886681098,0.0,0.0,0.0,"(-0.001, 1.386]"
891125004b3ffff,19.006848078401728,10.686493079606338,35.78067160282987,10.686493079606338,1,1kmN6903E0419,Q3,Jyväskylä,Jyväskylä,891125004b3ffff,2.0,1.0986122886681098,0.0,0.0,0.0,"(-0.001, 1.386]"
89112500ecbffff,26.180946640986466,93.5,9.276075759228315,21.7407455077047,2,1kmN6904E0424,Q3,Jyväskylä,Jyväskylä,89112500ecbffff,2.0,1.0986122886681098,71.7592544922953,1.424441562734712,3.300680488020273,"(-0.001, 1.386]"
89112500ecfffff,5.9257248201489645,5.9257248201489645,5.88568312613587,5.88568312613587,3,1kmN6904E0424,Q3,Jyväskylä,Jyväskylä,89112500ecfffff,3.0,1.3862943611198906,0.04004169401309454,0.005798367024676843,0.0068032364561534135,"(-0.001, 1.386]"
89112501973ffff,21.0,120.0,21.0,120.0,1,1kmN6903E0428,Q4,Jyväskylä,Jyväskylä,89112501973ffff,3.0,1.3862943611198906,0.0,0.0,0.0,"(-0.001, 1.386]"
89112501b43ffff,9.528162049816752,31.392911767441284,9.440910449094758,28.970712102957986,2,1kmN6901E0429,Q1,Jyväskylä,Jyväskylä,89112501b43ffff,8.0,2.1972245773362196,2.4221996644832977,0.07771898468214156,0.08360856494915031,"(1.946, 2.398]"
89112501b4bffff,22.274830519226345,4.681627347241106,9.658897734629786,16.315339849495956,2,1kmN6900E0429,Q1,Jyväskylä,Jyväskylä,89112501b4bffff,9.0,2.302585092994046,11.63371250225485,1.114355108628906,0.71305364212896,"(1.946, 2.398]"
89112501b4fffff,14.270159722631588,61.46142066055851,13.426217186219237,56.5,2,1kmN6901E0429,Q1,Jyväskylä,Jyväskylä,89112501b4fffff,3.0,1.3862943611198906,4.96142066055851,0.08276414891877781,0.08781275505413291,"(-0.001, 1.386]"
89112501b5bffff,20.0,119.0,20.0,119.0,1,1kmN6900E0429,Q1,Jyväskylä,Jyväskylä,89112501b5bffff,8.0,2.1972245773362196,0.0,0.0,0.0,"(1.946, 2.398]"
89112501e57ffff,34.50804062286743,48.48475452520529,5.758639252248214,5.758639252248214,1,1kmN6899E0426,Q4,Jyväskylä,Jyväskylä,89112501e57ffff,0.0,0.0,42.726115272957074,1.990843056999995,7.419481131115566,"(-0.001, 1.386]"
89112504033ffff,16.98213644225863,31.75435650103553,9.963093205798948,23.0,1,1kmN6918E0428,Q4,Jyväskylä,Jyväskylä,89112504033ffff,1.0,0.6931471805599453,8.75435650103553,0.31098214581893213,0.380624195697197,"(-0.001, 1.386]"
891125040b7ffff,7.477099175928915,19.506802661221723,6.404335646029487,13.5,2,1kmN6919E0428,Q3,Jyväskylä,Jyväskylä,891125040b7ffff,2.0,1.0986122886681098,6.006802661221723,0.3466080188048366,0.4449483452756832,"(-0.001, 1.386]"
89112504143ffff,14.55232458235913,180.0,9.10464916471826,31.0,1,1kmN6919E0429,Q3,Jyväskylä,Jyväskylä,89112504143ffff,3.0,1.3862943611198906,149.0,1.7327611284660995,4.806451612903226,"(-0.001, 1.386]"
8911250419bffff,35.18217347068043,35.18217347068043,14.33263567453972,14.33263567453972,1,1kmN6919E0428,Q3,Jyväskylä,Jyväskylä,8911250419bffff,0.0,0.0,20.849537796140712,0.8585829446799624,1.4546897213872199,"(-0.001, 1.386]"
89112504343ffff,18.258710420373244,180.0,9.0,29.929471413061332,3,1kmN6917E0430,Q3,Jyväskylä,Jyväskylä,89112504343ffff,5.0,1.791759469228055,150.07052858693868,1.7667875344962787,5.0141389574106325,"(1.386, 1.946]"
8911250434fffff,19.05396254864227,30.5,17.5,30.5,1,1kmN6917E0431,Q3,Jyväskylä,Jyväskylä,8911250434fffff,4.0,1.6094379124341003,0.0,0.0,0.0,"(1.386, 1.946]"
89112504357ffff,32.11342761096599,5.761865789949252,6.148293466392399,5.773691589175375,1,1kmN6917E0430,Q3,Jyväskylä,Jyväskylä,89112504357ffff,3.0,1.3862943611198906,0.01182579922612259,0.0017473683430773157,0.0020482214963289383,"(-0.001, 1.386]"
891125043c7ffff,45.69746283471233,69.14752709019763,9.536955981238847,30.40695349493755,1,1kmN6917E0430,Q3,Jyväskylä,Jyväskylä,891125043c7ffff,8.0,2.1972245773362196,38.740573595260074,0.8035712369022874,1.2740695512856948,"(1.946, 2.398]"
8911250500bffff,109.65878328301464,180.0,12.0,74.0,1,1kmN6911E0430,Q3,Jyväskylä,Jyväskylä,8911250500bffff,0.0,0.0,106.0,0.881008917729516,1.4324324324324325,"(-0.001, 1.386]"
89112505073ffff,18.771735665424774,65.0,10.851019074334529,11.0,5,1kmN6911E0430,Q3,Jyväskylä,Jyväskylä,89112505073ffff,0.0,0.0,54.0,1.7047480922384248,4.909090909090909,"(-0.001, 1.386]"
8911250516bffff,5.804773106662453,5.804773106662453,5.804773106662453,5.804773106662453,1,1kmN6913E0431,Q4,Jyväskylä,Jyväskylä,8911250516bffff,4.0,1.6094379124341003,0.0,0.0,0.0,"(1.386, 1.946]"
89112505173ffff,17.340390751030714,27.361078308018207,19.0,27.361078308018207,3,1kmN6913E0431,Q4,Jyväskylä,Jyväskylä,89112505173ffff,4.0,1.6094379124341003,0.0,0.0,0.0,"(1.386, 1.946]"
8911250528bffff,14.912028454578495,95.37154983676108,14.0,72.5,1,1kmN6910E0430,Q3,Jyväskylä,Jyväskylä,8911250528bffff,0.0,0.0,22.871549836761076,0.27092562566473166,0.31546965292084245,"(-0.001, 1.386]"
891125052b3ffff,17.907201925659734,24.144374013660983,6.0,10.0,3,1kmN6911E0430,Q3,Jyväskylä,Jyväskylä,891125052b3ffff,2.0,1.0986122886681098,14.144374013660983,0.8267389014534703,1.4144374013660983,"(-0.001, 1.386]"
891125052cfffff,17.48245874184305,81.0,15.5,81.0,5,1kmN6909E0430,Q3,Jyväskylä,Jyväskylä,891125052cfffff,5.0,1.791759469228055,0.0,0.0,0.0,"(1.386, 1.946]"
891125056bbffff,6.147579219313979,5.976332976280287,5.986647880444707,5.839416438920074,1,1kmN6910E0428,Q3,Jyväskylä,Jyväskylä,891125056bbffff,1.0,0.6931471805599453,0.13691653736021347,0.019821005111623435,0.023446955495014236,"(-0.001, 1.386]"
89112508003ffff,65.20782151851422,107.16666666666667,12.906666955449403,34.03263122019372,2,1kmN6822E0325,Q4,Tampere,Tampere,89112508003ffff,7.0,2.0794415416798357,73.13403544647295,1.1273932997505445,2.1489386163911384,"(1.946, 2.398]"
8911250833bffff,18.978359698627727,42.6356595814349,13.0,34.84266907524781,3,1kmN6890E0432,Q4,Jyväskylä,Jyväskylä,8911250833bffff,7.0,2.0794415416798357,7.792990506187088,0.19673563908183533,0.22366227137642616,"(1.946, 2.398]"
89112508363ffff,97.48717831287624,97.48717831287624,8.781375124962803,8.781375124962803,1,1kmN6890E0432,Q4,Jyväskylä,Jyväskylä,89112508363ffff,1.0,0.6931471805599453,88.70580318791343,2.3094462903057753,10.101584538365701,"(-0.001, 1.386]"
89112508367ffff,5.7641126835694685,5.7641126835694685,5.7641126835694685,5.7641126835694685,1,1kmN7223E0439,Q4,Oulu,Oulu,89112508367ffff,1.0,0.6931471805599453,0.0,0.0,0.0,"(-0.001, 1.386]"
89112508813ffff,15.962839222204472,42.0,15.0,42.0,3,1kmN6894E0433,Q4,Jyväskylä,Jyväskylä,89112508813ffff,10.0,2.3978952727983707,0.0,0.0,0.0,"(1.946, 2.398]"
8911250881bffff,12.954140478370856,18.605520637827805,5.908280956741709,5.908280956741709,1,1kmN6894E0433,Q4,Jyväskylä,Jyväskylä,8911250881bffff,9.0,2.302585092994046,12.697239681086096,1.043090361100859,2.1490582072942503,"(1.946, 2.398]"
89112508833ffff,8.0,32.0,8.0,32.0,3,1kmN6895E0433,Q4,Jyväskylä,Jyväskylä,89112508833ffff,3.0,1.3862943611198906,0.0,0.0,0.0,"(-0.001, 1.386]"
89112508867ffff,20.696518282578488,51.16079115858197,20.0,45.0,1,1kmN6894E0434,Q4,Jyväskylä,Jyväskylä,89112508867ffff,3.0,1.3862943611198906,6.160791158581972,0.12568968893186971,0.1369064701907105,"(-0.001, 1.386]"
89112508887ffff,23.213278871462503,33.22941080800927,6.217697246651716,10.217697246651715,1,1kmN6895E0432,Q4,Jyväskylä,Jyväskylä,89112508887ffff,6.0,1.9459101490553132,23.011713561357553,1.1155925971100022,2.2521428268877677,"(1.386, 1.946]"
8911250888fffff,19.17130836149036,65.0,12.5,62.0,3,1kmN6894E0433,Q4,Jyväskylä,Jyväskylä,8911250888fffff,10.0,2.3978952727983707,3.0,0.04652001563489261,0.04838709677419355,"(1.946, 2.398]"
891125088afffff,13.166988949905738,57.06455455564908,13.166988949905738,56.51345726784853,3,1kmN6895E0433,Q4,Jyväskylä,Jyväskylä,891125088afffff,1.0,0.6931471805599453,0.5510972878005518,0.009536441329434098,0.009751611641605944,"(-0.001, 1.386]"
891125088c7ffff,9.0,29.749102004924055,8.911904639133768,33.0,5,1kmN6894E0433,Q4,Jyväskylä,Jyväskylä,891125088c7ffff,9.0,2.302585092994046,3.2508979950759453,0.10049973388195399,0.09851206045684682,"(1.946, 2.398]"
89112508937ffff,27.39121486284865,78.54026703307208,21.845112775107363,52.58758035822437,2,1kmN7006E0233,Q1,Vaasa,Vaasa,89112508937ffff,7.0,2.0794415416798357,25.952686674847712,0.3949460654980217,0.4935136109716231,"(1.946, 2.398]"
89112508ca7ffff,6.195616560033834,6.195616560033834,6.195616560033834,6.195616560033834,1,1kmN6895E0431,Q4,Jyväskylä,Jyväskylä,89112508ca7ffff,0.0,0.0,0.0,0.0,0.0,"(-0.001, 1.386]"
89112508d47ffff,39.114491779431155,47.665116088716665,17.396796535330175,20.503990700719207,1,1kmN6895E0432,Q4,Jyväskylä,Jyväskylä,89112508d47ffff,25.0,3.258096538021482,27.16112538799746,0.8167239394454824,1.3246750734745867,"(3.178, 3.434]"
89112508d7bffff,15.0,122.91322978339365,14.5,85.0,1,1kmN6895E0433,Q4,Jyväskylä,Jyväskylä,89112508d7bffff,25.0,3.258096538021482,37.913229783393646,0.3652342645940152,0.44603799745169,"(3.178, 3.434]"
8911250984fffff,18.6153741455326,6.0,17.36895428058962,6.0,1,1kmN6887E0435,Q2,Jyväskylä,Jyväskylä,8911250984fffff,10.0,2.3978952727983707,0.0,0.0,0.0,"(1.946, 2.398]"
89112509917ffff,10.742419741587092,36.624749104075946,9.984839483174186,28.749498208151884,1,1kmN6891E0435,Q2,Jyväskylä,Jyväskylä,89112509917ffff,5.0,1.791759469228055,7.8752508959240615,0.2348497898200863,0.27392655130554744,"(1.386, 1.946]"
8911250997bffff,10.0,41.0,10.0,41.0,1,1kmN6890E0436,Q2,Jyväskylä,Jyväskylä,8911250997bffff,9.0,2.302585092994046,0.0,0.0,0.0,"(1.946, 2.398]"
891125099b7ffff,12.841303401160314,32.785450682039716,11.266329916491197,31.97344850630869,2,1kmN6891E0435,Q2,Jyväskylä,Jyväskylä,891125099b7ffff,4.0,1.6094379124341003,0.8120021757310276,0.02432760973158743,0.02539614003696884,"(1.386, 1.946]"
89112509ab7ffff,48.71425709067972,5.731742628148503,36.0,5.731742628148503,1,1kmN6887E0435,Q2,Jyväskylä,Jyväskylä,89112509ab7ffff,10.0,2.3978952727983707,0.0,0.0,0.0,"(1.946, 2.398]"
89112509d6bffff,11.902366606103277,18.227542098990444,7.625728734299656,10.361666680085625,1,1kmN6695E0370,Q2,Oulu,Oulu,89112509d6bffff,3.0,1.3862943611198906,7.865875418904819,0.5260986181386844,0.7591322575568333,"(-0.001, 1.386]"
89112509d6fffff,22.412708912521367,27.339413126774197,12.28282662828633,20.861791511087414,1,1kmN6890E0434,Q2,Jyväskylä,Jyväskylä,89112509d6fffff,5.0,1.791759469228055,6.4776216156867825,0.259513092510987,0.3105016945569666,"(1.386, 1.946]"
8911250c05bffff,7.685271531063938,21.111629186383624,6.0,11.0,1,1kmN6903E0436,Q1,Jyväskylä,Jyväskylä,8911250c05bffff,134.0,4.90527477843843,10.111629186383624,0.6111970278657446,0.9192390169439658,"(4.382, 7.812]"
8911250c087ffff,23.044414222231648,35.88438327418039,9.36605238804095,27.366052388040952,2,1kmN6905E0435,Q3,Jyväskylä,Jyväskylä,8911250c087ffff,6.0,1.9459101490553132,8.518330886139434,0.2625951522317225,0.31127364536735197,"(1.386, 1.946]"
8911250c0a3ffff,5.887481872097226,5.887481872097226,5.887481872097226,5.887481872097226,1,1kmN6905E0436,Q3,Jyväskylä,Jyväskylä,8911250c0a3ffff,10.0,2.3978952727983707,0.0,0.0,0.0,"(1.946, 2.398]"
8911250c0a7ffff,34.04285850578215,93.54984252450124,9.816020233040785,27.5,3,1kmN6905E0436,Q3,Jyväskylä,Jyväskylä,8911250c0a7ffff,11.0,2.4849066497880004,66.04984252450124,1.199223042302311,2.401812455436409,"(2.398, 2.639]"
8911250c0b3ffff,143.5387933423637,109.2466227869056,10.496622786905608,46.996622786905604,2,1kmN6905E0435,Q3,Jyväskylä,Jyväskylä,8911250c0b3ffff,8.0,2.1972245773362196,62.25,0.8315892317129854,1.324563262391364,"(1.946, 2.398]"
8911250c247ffff,21.0,81.0,21.0,81.0,1,1kmN6902E0437,Q2,Jyväskylä,Jyväskylä,8911250c247ffff,6.0,1.9459101490553132,0.0,0.0,0.0,"(1.386, 1.946]"
8911250c257ffff,7.521992139285855,13.771992139285855,5.707990850650223,5.707990850650223,2,1kmN6902E0437,Q2,Jyväskylä,Jyväskylä,8911250c257ffff,3.0,1.3862943611198906,8.064001288635632,0.7894334848400661,1.412756519698525,"(-0.001, 1.386]"
8911250c287ffff,40.63081644487464,40.63081644487464,12.337101689429923,12.337101689429923,1,1kmN6903E0436,Q1,Jyväskylä,Jyväskylä,8911250c287ffff,141.0,4.955827057601261,28.293714755444718,1.1382909207284007,2.293384254073707,"(4.382, 7.812]"
8911250c2a3ffff,10.980360685446051,50.5736543376145,8.176573944693327,31.710321433975096,2,1kmN6903E0437,Q2,Jyväskylä,Jyväskylä,8911250c2a3ffff,19.0,2.995732273553991,18.863332903639403,0.4553202989653111,0.5948641341562951,"(2.944, 3.178]"
8911250c2afffff,24.0,12.0,9.0,12.0,3,1kmN6903E0437,Q2,Jyväskylä,Jyväskylä,8911250c2afffff,8.0,2.1972245773362196,0.0,0.0,0.0,"(1.946, 2.398]"
8911250c2bbffff,7.386373185620898,17.5,5.752592569032234,5.76273403210144,1,1kmN6826E0217,Q4,Pori,Pori,8911250c2bbffff,22.0,3.1354942159291497,11.73726596789856,1.0063434811757206,2.036753024261723,"(2.944, 3.178]"
8911250c2cbffff,20.119946862208018,98.0,23.0,98.0,1,1kmN6902E0436,Q1,Jyväskylä,Jyväskylä,8911250c2cbffff,21.0,3.091042453358316,0.0,0.0,0.0,"(2.944, 3.178]"
8911250c307ffff,15.0,62.0,9.0,20.0,3,1kmN6905E0438,Q1,Jyväskylä,Jyväskylä,8911250c307ffff,13.0,2.6390573296152584,42.0,1.0986122886681096,2.1,"(2.398, 2.639]"
8911250c317ffff,33.67894470031072,47.93379613137616,9.532580229708902,11.785496382972546,1,1kmN6905E0438,Q1,Jyväskylä,Jyväskylä,8911250c317ffff,16.0,2.833213344056216,36.148299748403616,1.3421568517855222,3.0671851718210164,"(2.639, 2.944]"
8911250c36bffff,37.69259813684623,37.69259813684623,11.876788187907842,11.876788187907842,3,1kmN6904E0439,Q2,Jyväskylä,Jyväskylä,8911250c36bffff,4.0,1.6094379124341003,25.815809948938387,1.1002219938420241,2.173635627788861,"(1.386, 1.946]"
8911250c373ffff,6.0,6.0,6.0,6.0,1,1kmN6904E0438,Q1,Jyväskylä,Jyväskylä,8911250c373ffff,6.0,1.9459101490553132,0.0,0.0,0.0,"(1.386, 1.946]"
8911250c3a3ffff,6.0,8.0,6.0,8.0,1,1kmN6905E0432,Q1,Jyväskylä,Jyväskylä,8911250c3a3ffff,7.0,2.0794415416798357,0.0,0.0,0.0,"(1.946, 2.398]"
8911250c3bbffff,21.419520584133576,7.0,21.419520584133576,7.0,1,1kmN6905E0437,Q1,Jyväskylä,Jyväskylä,8911250c3bbffff,12.0,2.5649493574615367,0.0,0.0,0.0,"(2.398, 2.639]"
8911250c3dbffff,42.71395972872256,13.618059842405698,10.0,9.0,1,1kmN6677E0380,Q3,Helsinki,Helsinki,8911250c3dbffff,23.0,3.1780538303479458,4.618059842405698,0.37967264680359936,0.5131177602672997,"(2.944, 3.178]"
8911250c417ffff,5.781787931123396,5.781787931123396,5.781787931123396,5.781787931123396,1,1kmN6904E0434,Q2,Jyväskylä,Jyväskylä,8911250c417ffff,7.0,2.0794415416798357,0.0,0.0,0.0,"(1.946, 2.398]"
8911250c41bffff,5.8569937664270295,5.8569937664270295,5.850661574671732,5.850661574671732,1,1kmN6904E0434,Q2,Jyväskylä,Jyväskylä,8911250c41bffff,10.0,2.3978952727983707,0.006332191755297423,0.0009238913655391645,0.001082303543706971,"(1.946, 2.398]"
8911250c42fffff,18.385721019670136,50.78573381704972,12.295861105316998,42.34843416111558,2,1kmN6823E0328,Q1,Tampere,Tampere,8911250c42fffff,6.0,1.9459101490553132,8.43729965593414,0.1778441206728414,0.1992352213976612,"(1.386, 1.946]"
8911250c443ffff,23.14389017117223,49.844202787929994,32.19183222739788,69.33044539141832,1,1kmN6903E0434,Q1,Jyväskylä,Jyväskylä,8911250c443ffff,8.0,2.1972245773362196,19.48624260348833,0.32443867332111287,0.28106328314314166,"(1.946, 2.398]"
8911250c447ffff,9.0,28.0,9.0,28.0,1,1kmN6904E0434,Q2,Jyväskylä,Jyväskylä,8911250c447ffff,8.0,2.1972245773362196,0.0,0.0,0.0,"(1.946, 2.398]"
8911250c483ffff,7.758221358157237,8.749320976272195,6.719757692305336,7.337710702876185,1,1kmN6904E0433,Q1,Jyväskylä,Jyväskylä,8911250c483ffff,9.0,2.302585092994046,1.4116102733960094,0.15640895649357,0.19237747719362883,"(1.946, 2.398]"
8911250c48bffff,7.2640652683768145,7.2640652683768145,5.871214288178555,5.871214288178555,3,1kmN6904E0433,Q1,Jyväskylä,Jyväskylä,8911250c48bffff,10.0,2.3978952727983707,1.3928509801982596,0.1845757868044362,0.23723388584244096,"(1.946, 2.398]"
8911250c48fffff,13.294853002599757,46.32035827523266,9.03133210536253,26.74846347815845,2,1kmN6706E0493,Q1,Kotka,Kotka-Hamina,8911250c48fffff,9.0,2.302585092994046,19.571894797074208,0.5337601419063405,0.7317016475752227,"(1.946, 2.398]"
8911250c497ffff,26.47631156037228,36.13501702770256,6.515579144871385,7.197192117918012,1,1kmN6905E0433,Q2,Jyväskylä,Jyväskylä,8911250c497ffff,6.0,1.9459101490553132,28.93782490978455,1.5107687086709416,4.020710359772308,"(1.386, 1.946]"
8911250c53bffff,29.5,32.0,29.5,32.0,1,1kmN6907E0435,Q3,Jyväskylä,Jyväskylä,8911250c53bffff,17.0,2.8903717578961645,0.0,0.0,0.0,"(2.639, 2.944]"
8911250c543ffff,9.704926778005376,33.66101383950628,9.0,23.0,2,1kmN6905E0435,Q3,Jyväskylä,Jyväskylä,8911250c543ffff,15.0,2.772588722239781,10.661013839506282,0.3675617045072772,0.46352234084809923,"(2.639, 2.944]"
8911250c587ffff,7.0,7.0,7.0,7.0,1,1kmN6907E0434,Q3,Jyväskylä,Jyväskylä,8911250c587ffff,35.0,3.58351893845611,0.0,0.0,0.0,"(3.434, 3.807]"
8911250c597ffff,21.540871265403517,27.80842298740886,7.853371265403517,12.0,2,1kmN6907E0434,Q3,Jyväskylä,Jyväskylä,8911250c597ffff,13.0,2.6390573296152584,15.80842298740886,0.7957184517614442,1.3173685822840717,"(2.398, 2.639]"
8911250c607ffff,13.0,34.0,13.0,34.0,1,1kmN6903E0435,Q1,Jyväskylä,Jyväskylä,8911250c607ffff,24.0,3.2188758248682006,0.0,0.0,0.0,"(3.178, 3.434]"
8911250c637ffff,7.760059169042027,20.458337809292615,11.0,29.0,1,1kmN6903E0435,Q1,Jyväskylä,Jyväskylä,8911250c637ffff,15.0,2.772588722239781,8.541662190707385,0.33508410275799294,0.29454007554163397,"(2.639, 2.944]"
8911250c64bffff,7.0,7.0,7.0,7.0,2,1kmN6901E0435,Q2,Jyväskylä,Jyväskylä,8911250c64bffff,128.0,4.859812404361672,0.0,0.0,0.0,"(4.382, 7.812]"
8911250c663ffff,19.507685213634858,21.181406114932283,5.816680547376043,6.0,4,1kmN6902E0436,Q1,Jyväskylä,Jyväskylä,8911250c663ffff,66.0,4.204692619390966,15.181406114932283,1.153344226481128,2.530234352488714,"(3.807, 4.382]"
8911250c68bffff,5.851701413832828,5.851701413832828,5.778530438131201,5.778530438131201,1,1kmN6902E0434,Q1,Jyväskylä,Jyväskylä,8911250c68bffff,150.0,5.017279836814924,0.07317097570162723,0.01073667409341339,0.01266255780514518,"(4.382, 7.812]"
8911250c69bffff,6.0,8.0,6.0,8.0,3,1kmN6903E0434,Q1,Jyväskylä,Jyväskylä,8911250c69bffff,91.0,4.5217885770490405,0.0,0.0,0.0,"(4.382, 7.812]"
8911250c6a7ffff,8.831705263950099,17.301012708899403,6.836409787353757,11.68674049801688,2,1kmN6903E0435,Q1,Jyväskylä,Jyväskylä,8911250c6a7ffff,19.0,2.995732273553991,5.614272210882524,0.3663990048154129,0.4803967549236854,"(2.944, 3.178]"
8911250c6c7ffff,6.0,7.0,6.0,7.0,2,1kmN6887E0435,Q2,Jyväskylä,Jyväskylä,8911250c6c7ffff,385.0,5.955837369464831,0.0,0.0,0.0,"(4.382, 7.812]"
8911250c6cfffff,19.981416898058875,45.854487687524696,6.0,9.0,1,1kmN6670E0369,Q1,Espoo,Helsinki,8911250c6cfffff,877.0,6.777646593635117,36.854487687524696,1.5444616995239855,4.094943076391633,"(4.382, 7.812]"
8911250c6d7ffff,5.718219731757651,6.0,5.718219731757651,6.0,1,1kmN6902E0434,Q1,Jyväskylä,Jyväskylä,8911250c6d7ffff,196.0,5.2832037287379885,0.0,0.0,0.0,"(4.382, 7.812]"
8911250ce8bffff,20.596622146545712,76.50431842909336,20.89493321981857,54.756477643640046,1,1kmN6907E0438,Q1,Jyväskylä,Jyväskylä,8911250ce8bffff,42.0,3.7612001156935624,21.747840785453313,0.3293400619647304,0.39717384538483586,"(3.434, 3.807]"
8911250d02bffff,9.0,26.0,6.0,6.0,1,1kmN6899E0438,Q2,Jyväskylä,Jyväskylä,8911250d02bffff,5.0,1.791759469228055,20.0,1.349926716949016,3.3333333333333335,"(1.386, 1.946]"
8911250d02fffff,13.741685805569263,63.3604028969211,12.412392531463952,55.94426982699317,5,1kmN6899E0438,Q2,Jyväskylä,Jyväskylä,8911250d02fffff,3.0,1.3862943611198906,7.41613306992793,0.12242551493735032,0.13256287181622375,"(-0.001, 1.386]"
8911250d077ffff,10.365814856530305,24.365814856530303,10.365814856530305,24.365814856530303,1,1kmN6899E0438,Q2,Jyväskylä,Jyväskylä,8911250d077ffff,5.0,1.791759469228055,0.0,0.0,0.0,"(1.386, 1.946]"
8911250d087ffff,28.530229213136117,28.530229213136117,20.10879988148328,20.10879988148328,1,1kmN6902E0439,Q2,Jyväskylä,Jyväskylä,8911250d087ffff,15.0,2.772588722239781,8.421429331652838,0.33572444823611036,0.41879323387207784,"(2.639, 2.944]"
8911250d097ffff,28.118467992407698,47.75,10.855403977223098,15.200252643132679,4,1kmN6899E0436,Q2,Jyväskylä,Jyväskylä,8911250d097ffff,12.0,2.5649493574615367,32.54974735686732,1.1016783600720186,2.1413951544794205,"(2.398, 2.639]"
8911250d0a3ffff,19.7100674252166,48.59123512288789,14.926645487275177,35.09213900452501,4,1kmN6902E0436,Q1,Jyväskylä,Jyväskylä,8911250d0a3ffff,14.0,2.70805020110221,13.499096118362878,0.31773902136432186,0.38467578498484284,"(2.639, 2.944]"
8911250d0b7ffff,10.805148088296813,18.12130126828104,10.070038669208458,16.570038669208458,2,1kmN6900E0437,Q2,Jyväskylä,Jyväskylä,8911250d0b7ffff,15.0,2.772588722239781,1.551262599072583,0.08460786020973021,0.09361852618698119,"(2.639, 2.944]"
8911250d10bffff,12.404226192281316,68.22324405754723,14.0,77.0,2,1kmN6900E0438,Q2,Jyväskylä,Jyväskylä,8911250d10bffff,15.0,2.772588722239781,8.776755942452766,0.11937212368129924,0.11398384340847748,"(2.639, 2.944]"
8911250d10fffff,11.638119285368974,31.099617318539277,9.638119285368974,27.099617318539277,1,1kmN6901E0438,Q2,Jyväskylä,Jyväskylä,8911250d10fffff,13.0,2.6390573296152584,4.0,0.13308815083443015,0.14760356033749364,"(2.398, 2.639]"
8911250d113ffff,12.147173409432796,95.0,7.605707631448697,10.0,2,1kmN6901E0438,Q2,Jyväskylä,Jyväskylä,8911250d113ffff,13.0,2.6390573296152584,85.0,2.1664529186694654,8.5,"(2.398, 2.639]"
8911250d11bffff,6.313561334548544,6.985201899604763,5.985078304831346,7.265549078904171,1,1kmN6900E0438,Q2,Jyväskylä,Jyväskylä,8911250d11bffff,12.0,2.5649493574615367,0.2803471792994081,0.03450609708848518,0.038585821423105925,"(2.398, 2.639]"
8911250d127ffff,15.5,42.0,12.0,39.09667868013216,3,1kmN6902E0439,Q2,Jyväskylä,Jyväskylä,8911250d127ffff,17.0,2.8903717578961645,2.9033213198678425,0.06990661074316229,0.07426005015979092,"(2.639, 2.944]"
8911250d12fffff,6.862558273660353,15.0,6.862558273660353,15.0,1,1kmN6890E0432,Q4,Jyväskylä,Jyväskylä,8911250d12fffff,27.0,3.332204510175204,0.0,0.0,0.0,"(3.178, 3.434]"
8911250d13bffff,12.013921859267144,7.706461077712916,5.772984888823361,7.630519969538672,1,1kmN6901E0438,Q2,Jyväskylä,Jyväskylä,8911250d13bffff,19.0,2.995732273553991,0.07594110817424404,0.008760647965950774,0.009952284834769303,"(2.944, 3.178]"
8911250d16fffff,617.9389867566264,180.0,9.527567735731935,25.0,1,1kmN6900E0439,Q2,Jyväskylä,Jyväskylä,8911250d16fffff,7.0,2.0794415416798357,155.0,1.940400493244344,6.2,"(1.946, 2.398]"
8911250d18bffff,11.475691969871841,31.774083723734517,11.532348847791361,31.774083723734517,2,1kmN6901E0437,Q2,Jyväskylä,Jyväskylä,8911250d18bffff,7.0,2.0794415416798357,0.0,0.0,0.0,"(1.946, 2.398]"
