grd_id,n_users,popu,city,region,mean_qk,mean_qk_nw,log_poi,mean_qk_null
1kmN7223E0422,6,444.0,Oulu,Oulu,0.5837773337773338,0.8745819397993312,1.210258943457956,1.0
1kmN7223E0440,6,504.0,Oulu,Oulu,0.7850877192982456,0.9102564102564102,0.1791148024791307,0.7003497941724285
1kmN7223E0441,7,667.0,Oulu,Oulu,0.7936507936507936,0.8214285714285714,0.4613047481866326,0.8612865497076024
1kmN7223E0443,8,284.0,Oulu,Oulu,0.6979166666666666,0.8010989010989011,0.6089101896965284,1.0
1kmN7224E0438,7,161.0,Oulu,Oulu,0.6464285714285715,0.6523809523809524,0.222734709734045,0.3341479638628669
1kmN7227E0423,8,962.0,Oulu,Oulu,0.8377691387559809,0.8854166666666666,0.49504827722938,0.6772612897495696
1kmN7228E0422,8,1338.0,Oulu,Oulu,0.7026785714285715,0.875,1.7606767261710723,0.6076382827136095
1kmN7228E0423,8,420.0,Oulu,Oulu,0.5421008403361345,0.6554424956486812,0.7503725941093793,0.5509355619324825
1kmN7229E0422,10,959.0,Oulu,Oulu,0.4537991858887381,0.5814544513457557,4.120660488762338,0.7732045389658654
1kmN7230E0422,8,487.0,Oulu,Oulu,0.7388392857142857,0.78125,0.2829311274641728,0.6464482083061117
1kmN7230E0423,6,394.0,Oulu,Oulu,0.8183540683540684,0.7876535229476406,0.6619314883635892,0.6538322894811036
1kmN7232E0420,6,449.0,Oulu,Oulu,0.875,0.75,0.1021343286502987,0.8972688083059271
1kmN7244E0423,6,351.0,Ii,Oulunkaari,0.7277960526315789,0.7498418722327641,0.267985349250235,0.8123583064160327
1kmN7244E0424,6,781.0,Ii,Oulunkaari,0.7444444444444445,0.8333333333333334,0.9356600282131444,0.6584623688107362
1kmN7245E0424,6,657.0,Ii,Oulunkaari,0.7946428571428571,0.8421052631578948,2.888364511235753,1.0
1kmN7248E0499,6,710.0,Pudasjärvi,Oulunkaari,0.7466666666666667,0.7424242424242425,3.2578589277430288,0.6338084318371525
1kmN7248E0500,7,1198.0,Pudasjärvi,Oulunkaari,0.9270833333333334,0.9236111111111112,0.5391991097581454,0.6980364465100211
1kmN7249E0499,7,376.0,Pudasjärvi,Oulunkaari,0.5918367346938774,0.6222943722943722,0.4529688537606825,0.9268966768966768
1kmN7290E0390,6,416.0,Kemi,Kemi-Tornio,0.7592592592592592,0.861111111111111,0.455419575184924,0.7578099456458108
1kmN7291E0389,7,648.0,Kemi,Kemi-Tornio,0.6740362811791384,0.692063492063492,0.595072398983665,0.7623041877131886
1kmN7291E0390,7,1118.0,Kemi,Kemi-Tornio,0.8350340136054422,0.9183673469387756,0.7671742591724355,0.745045591830552
1kmN7292E0387,8,242.0,Kemi,Kemi-Tornio,0.5401785714285714,0.5684121621621622,1.453716231878076,1.0
1kmN7292E0388,12,2871.0,Kemi,Kemi-Tornio,0.4708333333333334,0.5416666666666666,15.341138195519292,0.792347100188715
1kmN7292E0390,8,1113.0,Kemi,Kemi-Tornio,0.3749503968253967,0.6798611111111111,0.5488121261324442,0.9654745838956365
1kmN7293E0388,9,1404.0,Kemi,Kemi-Tornio,0.6815904139433551,0.7297619047619048,2.438231276203278,0.7235572147209456
1kmN7293E0390,7,586.0,Kemi,Kemi-Tornio,0.6322188449848024,0.7137011326269639,0.3949392653855926,0.8794417698500223
