user_id,visit_freq,home_dist,work_dist,CIVIC_RELIGION,CULTURE,DINING,EDUCATION,FITNESS,GROCERIES,HEALTHCARE,PARK,RETAIL,SERVICE,TOURISM,TRANSPORT
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,2057.122537,4925.394928,3,1,10,7,4,3,10,0,7,27,3,5
5724ead9-d901-45f3-ace4-9c9db32e9a35,29,17.44741617,40050.93068,0,0,4,4,1,1,0,0,4,10,1,3
5724ead9-d901-45f3-ace4-9c9db32e9a35,2,4279.942036,4799.710138,3,4,19,6,7,1,4,0,13,15,1,10
5724ead9-d901-45f3-ace4-9c9db32e9a35,11,4289.289957,44339.12282,4,4,30,12,11,4,9,0,20,18,1,12
5724ead9-d901-45f3-ace4-9c9db32e9a35,4,4662.127579,396.6742884,0,0,18,7,7,5,5,0,13,21,2,5
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,3189.709319,4580.363871,3,3,32,5,7,7,14,0,38,26,5,6
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,3148.664058,1889.536039,3,3,33,1,7,7,14,0,38,24,0,6
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,3359.843116,4612.121214,3,3,33,3,8,7,14,0,38,29,0,7
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,762.8005762,2241.481049,0,1,17,8,8,2,6,0,5,16,0,5
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,1803.738713,3805.258699,1,2,4,3,1,0,4,0,5,7,0,2
5724ead9-d901-45f3-ace4-9c9db32e9a35,2,1732.297714,40268.76165,1,0,3,4,4,0,4,0,4,6,2,2
5724ead9-d901-45f3-ace4-9c9db32e9a35,1,8637.602766,45003.32646,0,5,42,8,17,4,1,0,12,29,8,7
5933214a-9e39-4208-a8a1-c058e30d765f,1,809.0575407,44.9978764,0,0,8,12,3,4,2,0,12,11,1,2
5933214a-9e39-4208-a8a1-c058e30d765f,1,913.605273,117.3189302,0,1,9,12,3,4,2,0,12,11,1,5
5933214a-9e39-4208-a8a1-c058e30d765f,1,1712.219917,2590.993629,0,1,10,8,2,2,3,1,7,9,0,6
5933214a-9e39-4208-a8a1-c058e30d765f,5,1606.598677,2418.681022,0,1,12,8,2,2,4,1,7,10,1,8
5933214a-9e39-4208-a8a1-c058e30d765f,14,32.48958111,809.5970269,2,5,9,9,2,3,1,0,7,22,1,4
5933214a-9e39-4208-a8a1-c058e30d765f,2,11812.29357,12627.04475,0,0,12,4,2,1,0,0,2,8,0,6
5933214a-9e39-4208-a8a1-c058e30d765f,2,4666.507719,5528.569285,27,17,463,31,52,25,117,0,231,288,43,53
673bdce6-661e-4fde-bf09-81ed87c2a7c7,1,1793.635769,159921.7861,0,0,1,1,0,1,0,1,1,1,0,0
673bdce6-661e-4fde-bf09-81ed87c2a7c7,12,52.11187346,158824.1367,0,0,0,1,1,0,0,0,1,7,1,1
